a,n,Cedar,Big Trout,Grand,Lavieille,02KB001,Timberwolf,Misty,Animoosh,Traverse,Burntroot,La Muir,Narrowbag,Little Cauchon,Hogan,North Depot,Hambone,Radiant,Lilypond,Charles,Loontail,a2,n2,a3,n3,depth1,depadd,Lake_Nms
1.594850E-01,4.754851E-01,7.105578E+01,4.486468E+01,5.238922E+01,3.821814E+01,w_02kb001,w_Timberwolf,5.354513E+00,9.384282E+01,5.181502E+01,3.385948E+01,7.008711E+01,9.008910E+01,2.413095E+01,6.704277E+01,9.188482E+01,w_Hambone,6.469894E+01,w_Lilypond,w_Charles,9.679695E+00,w_a2,w_n2,w_a3,w_n3,w_depth1,w_depth_add,ALL
