SubId,HyLakeId,HRU_IsLake,Soil_ID,Veg_ID,O_ID_1,O_ID_2,Landuse_ID,HRU_Area,HRU_ID,LAND_USE_C,VEG_C,SOIL_PROF,HRU_CenX,HRU_CenY,DowSubId,RivSlope,RivLength,BasSlope,BasAspect,BasArea,BkfWidth,BkfDepth,Lake_Cat,LakeVol,LakeDepth,LakeArea,Laketype,Has_Gauge,MeanElev,FloodP_n,Q_Mean,Ch_n,DrainArea,Strahler,Seg_ID,Seg_order,Max_DEM,Min_DEM,DA_Obs,DA_error,Obs_NM,SRC_obs,centroid_x,centroid_y,HRU_S_mean,HRU_A_mean,HRU_E_mean
202,,-1,1,1,1,1,1,1179636,1,Landuse_Land_HRU,Veg_Land_HRU,Soil_Land_HRU,-78.54511486,45.79468163,220,0.000429443,0,3.513805729,217.1786594,1286318.877,2.079474458,0.128155255,2,0.43,4.1,110000,1,0,450.6634875,0.078181819,0.083414622,0.025,1286318.877,1,11,1,399.3837891,397.7198792,0,0,,,1430484.642,12152271.29,3.514,217.179,450.663
41,1035335,1,-1,-1,-1,-1,-1,524422,2,LAKE,LAKE,LAKE,-78.8205806,45.71646613,42,0.000550953,0,5.386847772,190.6158822,2547874.522,2.895875576,0.156326356,2,3.2,6.1,520000,1,0,446.2421062,0.105714288,0.161768815,0.030099002,2547874.522,1,2,7,417.4814453,414.6561584,0,0,,,1409729.346,12141779.25,5.387,190.616,446.242
315,108435,1,-1,-1,-1,-1,-1,1213664,3,LAKE,LAKE,LAKE,-78.16898092,45.80360115,322,0.000955727,0,4.55101117,191.7348189,8514336.62,5.453438794,0.228542268,2,9.24,7.6,1210000,1,0,411.3396903,0.100000002,0.573688169,0.025,9408023.704,1,22,1,373.9056396,371.6539612,0,0,,,1459619.784,12156591.7,4.551,191.735,411.34
142,1034038,1,-1,-1,-1,-1,-1,689446,4,LAKE,LAKE,LAKE,-78.8227734,45.85296728,141,0.000991834,0,5.201014246,192.7779983,12022102.75,6.890792851,0.262981854,2,4.56,6.6,690000,1,0,440.8572337,0.10059524,0.915953436,0.036376172,15246788.34,1,8,1,417.4217224,411.1405945,0,0,,,1408405.099,12155811.34,5.201,192.778,440.857
277,1033025,1,-1,-1,-1,-1,-1,480870,5,LAKE,LAKE,LAKE,-78.58472212,45.94672317,276,0.000557899,0,3.619174517,204.7785174,2433434.292,2.832104076,0.154251641,2,2.51,5.2,480000,1,0,415.7211241,0.112211984,0.154722483,0.049273296,2433434.292,3,92,1,387.7391052,383.518158,0,0,,,1426257.679,12169201.26,3.619,204.779,415.721
747,1032273,1,-1,-1,-1,-1,-1,226836,6,LAKE,LAKE,LAKE,-77.62129508,46.01210046,743,0.002387915,0,4.963150886,184.223962,801002.5003,1.653012522,0.111668312,2,1.02,4.5,230000,1,0,223.6941927,0.106302523,0.052709306,0.035569645,801002.5003,1,54,1,219.0121155,187.1872711,0,0,,,1499753.929,12182846.87,4.963,184.224,223.694
803,1032168,1,-1,-1,-1,-1,-1,144589,7,LAKE,LAKE,LAKE,-77.72290059,46.01944928,801,0.003496026,0,6.607974889,184.8673896,1578546.981,3.206210473,0.166172626,2,0.73,5.1,140000,1,0,252.4002861,0.106493509,0.198298333,0.045661838,3143570.707,4,172,6,166.3257751,156.3307953,0,0,,,1492059.113,12182943.24,6.608,184.867,252.4
542,,-1,1,1,1,1,1,3233876,8,Landuse_Land_HRU,Veg_Land_HRU,Soil_Land_HRU,-77.84209105,45.85252436,551,0.003934519,0,5.740159196,186.2080044,3456745.77,13.30850471,0.390338891,1,1.13,5.1,220000,1,0,294.0372452,0.124390248,3.416595248,0.04563663,59311333.71,1,42,4,249.640564,243.4468536,0,0,,,1484275.444,12163588.02,5.74,186.208,294.037
327,1033541,1,-1,-1,-1,-1,-1,160646,9,LAKE,LAKE,LAKE,-78.20909433,45.8980129,326,0.001974139,0,5.379887799,183.8457471,2975840.329,3.122146914,0.163544622,2,0.82,5.2,160000,1,0,410.2480175,0.100000001,0.188036291,0.033399213,2975840.329,3,101,1,375.3009644,369.0748596,0,0,,,1454758.981,12166367.52,5.38,183.846,410.248
36,1034546,1,-1,-1,-1,-1,-1,354779,10,LAKE,LAKE,LAKE,-79.05476079,45.80008839,34,0.001758466,0,5.858704939,208.8457534,4609183.158,5.719080346,0.235158123,2,1.66,4.7,350000,1,0,468.9181323,0.111438682,0.630939043,0.030469495,10378338.8,1,1,1,446.1976624,417.531189,0,0,,,1391447.068,12150280.57,5.859,208.846,468.918
688,,-1,1,1,1,1,1,1740512,11,Landuse_Land_HRU,Veg_Land_HRU,Soil_Land_HRU,-77.76327235,45.83794884,753,0.01506957,456.323722,7.240658749,198.1358304,1740511.663,21.3003186,0.517601976,0,0,0,0,0,0,314.6167123,0.100000001,8.751997925,0.091052375,156561107.8,2,149,3,228.2523499,221.3757477,0,0,,,1490504.891,12162544.03,7.241,198.136,314.617
450,,-1,1,1,1,1,1,4724467,12,Landuse_Land_HRU,Veg_Land_HRU,Soil_Land_HRU,-78.61312503,46.0605206,455,0.002533848,0,8.130789937,177.5453234,5348307.833,16.78915568,0.448726357,1,4.33,7,620000,1,0,367.4799147,0.100000001,5.437417984,0.036991424,95802034.75,2,118,3,313.262207,307.8948364,0,0,,,1422779.397,12181269.93,8.131,177.545,367.48
720,,-1,1,1,1,1,1,2589010,13,Landuse_Land_HRU,Veg_Land_HRU,Soil_Land_HRU,-77.73202623,45.86813138,719,0.000569744,0,3.470177568,207.3450444,3011758.354,3.140349902,0.164116063,2,2.12,5,420000,1,0,240.6068489,0.106677021,0.190235291,0.025,3011758.354,2,161,1,222.1562958,215.5595703,0,0,,,1492542.68,12166009.45,3.47,207.345,240.607
460,,-1,1,1,1,1,1,14757599,14,Landuse_Land_HRU,Veg_Land_HRU,Soil_Land_HRU,-78.4621004,46.08521581,468,0.001719858,0,4.898572055,183.1597786,15380884.22,8.819181381,0.304944799,1,2.97,4.8,620000,1,0,386.1495337,0.100000001,1.500346455,0.029565978,25370777.23,1,36,1,319.719574,319.719574,0,0,,,1434128.657,12184943.66,4.899,183.16,386.15
402,,-1,1,1,1,1,1,3901871,15,Landuse_Land_HRU,Veg_Land_HRU,Soil_Land_HRU,-78.31620354,45.94141541,400,0.007423703,0,3.468213464,171.8340003,4154383.368,5.138025807,0.220516979,2,0.93,3.7,250000,1,0,401.8461621,0.100000001,0.509245933,0.064317152,8319537.6,2,108,1,346.5387268,291.9038391,0,0,,,1446771.696,12170070.06,3.468,171.834,401.846
657,,-1,1,1,1,1,1,1592672,16,Landuse_Land_HRU,Veg_Land_HRU,Soil_Land_HRU,-77.75969729,45.83161987,656,0.002298881,0,6.833527634,237.9885024,1726045.485,2.39790153,0.139592818,2,0.58,4.3,130000,1,0,302.0132426,0.100000001,0.110916893,0.03483336,1726045.485,1,49,2,250.0592957,229.7917328,0,0,,,1490822.777,12161814.19,6.834,237.989,302.013
519,,-1,1,1,1,1,1,6616557,17,Landuse_Land_HRU,Veg_Land_HRU,Soil_Land_HRU,-78.45237262,45.95497348,528,0.001055224,0,6.903044503,169.106265,7018656.331,4.731677919,0.209881119,2,2.33,5.8,400000,1,0,413.233375,0.065714287,0.431882252,0.025,7018656.331,1,38,1,307.5001221,306.2543335,0,0,,,1436220.859,12170679.45,6.903,169.106,413.233
464,,-1,1,1,1,1,1,781006,18,Landuse_Land_HRU,Veg_Land_HRU,Soil_Land_HRU,-78.45003362,46.05857768,463,0.001719858,0,5.584255954,200.6711309,924796.4326,1.772219503,0.116432648,2,0.55,3.9,140000,1,0,409.4667222,0.100000001,0.060585686,0.029565978,924796.4326,1,36,1,319.719574,319.719574,0,0,,,1435277.314,12182070.5,5.584,200.671,409.467
548,,-1,1,1,1,1,1,2735654,19,Landuse_Land_HRU,Veg_Land_HRU,Soil_Land_HRU,-77.92365238,45.81245893,547,0.007663651,0,2.824588537,185.2033063,2970823.175,3.119595262,0.163464412,2,0.92,3.9,230000,1,0,326.8834563,0.100000001,0.187729062,0.06294446,2970823.175,1,42,1,294.216156,255.1940308,0,0,,,1478431.299,12158575.05,2.825,185.203,326.883
652,,-1,1,1,1,1,1,2842521,20,Landuse_Land_HRU,Veg_Land_HRU,Soil_Land_HRU,-77.73570622,45.76157433,655,0.015159724,0,3.031254647,192.3416368,4003125.353,3.604601742,0.178270154,2,8,6.9,1160000,1,0,297.6243469,0.100000001,0.250639539,0.087222008,4003125.353,1,49,1,250.2394257,246.3139496,0,0,,,1493488.157,12154245.41,3.031,192.342,297.624
116,108585,1,-1,-1,-1,-1,-1,1769167,21,LAKE,LAKE,LAKE,-78.80137219,45.68192146,118,0.006527816,0,4.590704649,185.8249705,13405288.14,7.710214089,0.28132228,1,11.46,6.5,1760000,1,1,447.6716008,0.100000001,1.14674771,0.05717385,19225885.19,1,6,1,423.090271,421.2799683,0,,Timberwolf,,1411040.522,12137441.55,4.591,185.825,447.672
299,,-1,1,1,1,1,1,3584900,22,Landuse_Land_HRU,Veg_Land_HRU,Soil_Land_HRU,-78.34040458,46.05833496,297,0.000803506,0,2.717971599,168.95693,4005347.941,3.605571328,0.178298924,2,1.57,3.7,420000,1,0,413.8961638,0.100000001,0.250774394,0.032168741,4005347.941,1,19,3,350.0661011,346.625061,0,0,,,1443753.771,12182878.31,2.718,168.957,413.896
887,,-1,1,1,1,1,1,17144167,23,Landuse_Land_HRU,Veg_Land_HRU,Soil_Land_HRU,-77.6988067,45.99897035,888,0.001088906,0,5.417996971,173.6403971,18026176.15,91.43475553,1.240597927,1,5.67,6.4,880000,1,0,218.8115348,0.106172842,161.2714992,0.025488163,3165957427,4,181,2,156.0892334,152.8142548,0,0,,,1493756.19,12180765.61,5.418,173.64,218.812
126,108316,1,-1,-1,-1,-1,-1,1685925,24,LAKE,LAKE,LAKE,-78.92092217,45.8793379,125,0.001195315,0,2.858924004,192.8121304,6946336.357,4.707990993,0.209250084,2,7.67,4.6,1680000,1,0,423.0034964,0.112500003,0.427569043,0.025727095,6946336.357,2,68,1,420.4602661,384.7315369,0,0,,,1401167.616,12159239.33,2.859,192.812,423.003
415,1031109,1,-1,-1,-1,-1,-1,379310,25,LAKE,LAKE,LAKE,-78.6901224,46.11084137,414,0.003223973,0,5.640897682,176.3119621,9549388.146,5.492991047,0.229535361,2,1.86,4.9,380000,1,0,397.5849836,0.100000001,0.582039943,0.040859499,9549388.146,1,32,3,324.2901917,320.9590149,0,0,,,1417278.073,12185062.51,5.641,176.312,397.585
307,1034014,1,-1,-1,-1,-1,-1,188908,26,LAKE,LAKE,LAKE,-78.16795773,45.84887319,306,0.013260418,0,4.164069432,182.9838035,2704698.567,6.150272612,0.245641017,2,0.66,3.5,190000,1,0,400.5941,0.100000001,0.729665378,0.082337863,12058085.94,1,20,1,378.0327454,313.7418213,0,0,,,1459060.935,12160579.95,4.164,182.984,400.594
331,,-1,1,1,1,1,1,435192,27,Landuse_Land_HRU,Veg_Land_HRU,Soil_Land_HRU,-78.15842258,45.91659128,494,0.03972394,944.66812,8.525815522,178.419624,435192.3589,32.02206335,0.661049306,0,0,0,0,0,0,358.4495925,0.149900914,19.78033452,0.149900914,363168151.9,3,101,6,347.427887,309.901947,0,0,,,1459198.693,12168394.92,8.526,178.42,358.45
746,1032169,1,-1,-1,-1,-1,-1,114216,28,LAKE,LAKE,LAKE,-77.67504165,46.01879015,743,0.002387915,0,6.485968952,187.7825257,549058.2876,1.37658738,0.100056783,2,0.46,4.1,110000,1,0,257.1623019,0.106302523,0.036554645,0.035569645,549058.2876,1,54,1,219.0121155,187.1872711,0,0,,,1495516.628,12183124.09,6.486,187.783,257.162
165,,-1,1,1,1,1,1,1285958,29,Landuse_Land_HRU,Veg_Land_HRU,Soil_Land_HRU,-78.524946,45.80075211,164,0.00090235,0,3.357310915,142.5706018,1441597.395,2.197536839,0.132472571,2,0.51,3.3,150000,1,0,459.184931,0.100000001,0.09315525,0.036282747,1441597.395,1,10,1,406.0036011,403.9109802,0,0,,,1432083.842,12153109.02,3.357,142.571,459.185
138,1033787,1,-1,-1,-1,-1,-1,970787,30,LAKE,LAKE,LAKE,-78.77857823,45.87254743,139,0.0013369,0,4.219126193,186.8659864,6528199.685,10.56420737,0.339833679,1,5.44,5.6,970000,1,0,433.0932502,0.100000001,2.152825567,0.026312165,36825944.03,1,8,2,413.4620667,410.8655396,0,0,,,1411463.09,12158907.77,4.219,186.866,433.093
861,1033705,1,-1,-1,-1,-1,-1,413211,31,LAKE,LAKE,LAKE,-77.59383998,45.88227314,868,0.001741958,0,5.185844218,173.9261883,7634291.94,35.5827365,0.704219218,1,2.48,6,410000,1,0,224.0933309,0.100000001,23.30952028,0.030250947,451449767.9,3,180,1,165.7150269,161.519455,0,0,,,1503257.225,12168369.94,5.186,173.926,224.093
405,1032918,1,-1,-1,-1,-1,-1,206453,32,LAKE,LAKE,LAKE,-78.76246309,45.95357856,406,0.000440129,0,6.537457887,223.1129869,651028.9148,1.495034057,0.10513684,2,1.01,4.9,210000,1,0,464.1957631,0.113716817,0.043115872,0.025,651028.9148,2,109,1,333.7697144,330.1021729,0,0,,,1412152.823,12168538.81,6.537,223.113,464.196
132,,-1,1,1,1,1,1,1832961,33,Landuse_Land_HRU,Veg_Land_HRU,Soil_Land_HRU,-78.86411625,45.84038928,131,0.001195315,0,5.178330792,197.6903156,2009542.153,2.581266619,0.145902921,2,0.6,3.4,180000,1,0,449.3436325,0.112500003,0.128528884,0.025727095,2009542.153,2,68,1,420.4602661,384.7315369,0,0,,,1405366.456,12155280.61,5.178,197.69,449.344
794,1033851,1,-1,-1,-1,-1,-1,129813,34,LAKE,LAKE,LAKE,-77.66910046,45.86645432,792,0.00892346,0,5.303916106,170.7641621,950646.2262,1.796051675,0.117369583,2,0.69,5.4,130000,1,0,282.8320013,0.106024098,0.062226111,0.067209372,950646.2262,1,58,1,189.9646301,164.6815033,0,0,,,1497492.493,12166003.75,5.304,170.764,282.832
113,1035236,1,-1,-1,-1,-1,-1,185639,35,LAKE,LAKE,LAKE,-78.53689751,45.72787173,110,0.005571732,0,3.411802665,222.4735472,566810.9808,1.397977106,0.100986728,2,0.65,3.5,180000,1,0,440.9483129,0.100000001,0.03769946,0.053456999,566810.9808,1,5,1,426.042572,424.5989075,0,0,,,1431853.424,12145120.6,3.412,222.474,440.948
424,,-1,1,1,1,1,1,3982200,36,Landuse_Land_HRU,Veg_Land_HRU,Soil_Land_HRU,-78.65142864,46.03872401,423,0.000870027,0,7.091847584,167.1478208,4674397.8,3.885794195,0.186488538,2,4.84,7,690000,1,0,375.8518355,0.116483519,0.291269223,0.025,4674397.8,1,33,1,328.8079529,320.3878784,0,0,,,1419992.678,12178645.88,7.092,167.148,375.852
419,,-1,1,1,1,1,1,1786419,37,Landuse_Land_HRU,Veg_Land_HRU,Soil_Land_HRU,-78.72238095,46.10727014,449,0.000870027,0,3.316658525,206.8589255,1895815.485,2.509420501,0.143452569,2,0.44,4,110000,1,0,420.2913687,0.116483519,0.121473597,0.025,1895815.485,1,33,1,328.8079529,320.3878784,0,0,,,1413946.143,12185672.39,3.317,206.859,420.291
843,1032359,1,-1,-1,-1,-1,-1,258000,38,LAKE,LAKE,LAKE,-77.55635988,46.00239705,842,0.005059925,0,3.170939024,183.8932859,5477840.107,4.19620631,0.195289263,2,1.08,4.2,260000,1,0,233.8253004,0.100000001,0.339663337,0.050428814,5477840.107,1,59,1,177.0114441,163.2188873,0,0,,,1502763.694,12182685.41,3.171,183.893,233.825
66,,-1,1,1,1,1,1,1501219,39,Landuse_Land_HRU,Veg_Land_HRU,Soil_Land_HRU,-78.86735396,45.77917319,78,0.000444919,0,7.029423742,212.1762843,1635606.927,2.336178386,0.137425671,2,0.56,4.2,130000,1,0,481.394213,0.100000001,0.105280275,0.025,1635606.927,1,3,1,436.9968567,434.7026978,0,0,,,1405744.487,12148501.66,7.029,212.176,481.394
146,,-1,1,1,1,1,1,55898483,40,Landuse_Land_HRU,Veg_Land_HRU,Soil_Land_HRU,-78.76196835,45.81156718,231,0.00247418,9289.287351,4.649452853,188.5694526,55898483.03,13.16132558,0.387743071,0,0,0,0,0,0,440.0656036,0.106275306,3.341444657,0.036171343,57965592.24,1,9,1,415.8126831,392.8293152,0,0,,,1413582.037,12152753.46,4.649,188.569,440.066
355,,-1,1,1,1,1,1,2193222,41,Landuse_Land_HRU,Veg_Land_HRU,Soil_Land_HRU,-78.56788135,46.00583581,351,0.00089311,0,6.540298086,210.1928472,2475221.133,2.855565307,0.15501707,2,1.65,5.9,280000,1,0,413.2120497,0.10769231,0.157296551,0.066219417,2475221.133,1,25,1,357.8727417,355.3620911,0,0,,,1426717.897,12175444.16,6.54,210.193,413.212
737,1032522,1,-1,-1,-1,-1,-1,133567,42,LAKE,LAKE,LAKE,-77.62085391,45.99117419,748,0.002644635,0,4.961141942,162.6876258,8868507.949,14.4573414,0.41022047,1,0.62,4.7,130000,1,0,230.4074774,0.100000001,4.03191976,0.037553235,70363980.26,1,54,2,188.609024,185.0314789,0,0,,,1498401.164,12180543.68,4.961,162.688,230.407
313,1033727,1,-1,-1,-1,-1,-1,127612,43,LAKE,LAKE,LAKE,-78.31218366,45.87971897,312,0.001447149,0,4.667998297,191.8038992,1602514.307,2.313154866,0.136611447,2,0.56,4.4,130000,1,0,411.1299237,0.050000001,0.103215383,0.027123535,1602514.307,1,21,1,373.2935181,371.4326477,0,0,,,1447715.197,12163167.02,4.668,191.804,411.13
363,,-1,1,1,1,1,1,2789412,44,Landuse_Land_HRU,Veg_Land_HRU,Soil_Land_HRU,-78.38613842,46.11081855,362,0.000806749,0,2.454023688,190.2230666,3079025.601,3.174141895,0.165173385,2,1.04,3.6,290000,1,0,396.4097759,0.100000001,0.194351404,0.025,3079025.601,1,27,1,351.3009338,347.07724,0,0,,,1439850.436,12188286.96,2.454,190.223,396.41
82,,-1,1,1,1,1,1,1701478,45,Landuse_Land_HRU,Veg_Land_HRU,Soil_Land_HRU,-78.79727043,45.76490522,83,0.001034336,0,6.681305835,187.8157845,1805256.591,2.450605878,0.141425704,2,0.49,4.7,100000,1,0,490.1201525,0.109273673,0.115846242,0.026646822,1805256.591,2,64,2,439.8335571,409.8792725,0,0,,,1411302.24,12147366.94,6.681,187.816,490.12
577,,-1,1,1,1,1,1,12707507,46,Landuse_Land_HRU,Veg_Land_HRU,Soil_Land_HRU,-78.27032668,45.96584104,575,0.002354064,3048.615769,4.195469976,147.6361599,12707506.58,73.9692841,1.092433767,0,0,0,0,0,0,350.7900831,0.100000001,105.5450422,0.037307885,2044143793,4,144,3,279.1171875,271.9405518,0,0,,,1450081.088,12173063.66,4.195,147.636,350.79
463,,-1,1,1,1,1,1,1467724,47,Landuse_Land_HRU,Veg_Land_HRU,Soil_Land_HRU,-78.4603182,46.05484245,460,0.001719858,0,4.260367716,172.7563124,1685215.338,3.446627365,0.173540508,2,0.73,3.4,220000,1,0,395.2483934,0.100000001,0.22915201,0.029565978,3649483.89,1,36,1,319.719574,319.719574,0,0,,,1434557.331,12181667.83,4.26,172.756,395.248
254,,-1,1,1,1,1,1,5281805,48,Landuse_Land_HRU,Veg_Land_HRU,Soil_Land_HRU,-78.57590537,45.90697855,276,0.001387076,3661.643394,4.884385838,190.9427005,5281804.572,42.74774993,0.786162316,0,0,0,0,0,0,410.6290993,0.100000001,35.2501953,0.028250572,659235864.6,3,90,4,390.931427,385.8524475,0,0,,,1427076.226,12164507.41,4.884,190.943,410.629
50,1035983,1,-1,-1,-1,-1,-1,481930,49,LAKE,LAKE,LAKE,-78.98065974,45.65027846,47,0.002825726,0,7.998060771,186.941627,4510248.842,3.819066323,0.184560427,2,3.08,6.4,480000,1,0,485.4033439,0.122500004,0.281351612,0.038295788,4510248.842,1,2,3,446.3667908,439.7013245,0,0,,,1397652.845,12132720.46,7.998,186.942,485.403
217,1035248,1,-1,-1,-1,-1,-1,237497,50,LAKE,LAKE,LAKE,-78.7328403,45.72742047,215,0.000303523,0,6.630673058,181.6637301,1701327.213,2.381200614,0.13900866,2,1.06,4.5,240000,1,0,434.1364905,0.100000001,0.109377245,0.025,1701327.213,2,73,1,399.3646851,396.9332581,0,0,,,1416395.722,12143537.85,6.631,181.664,434.136
504,,-1,1,1,1,1,1,1657822,51,Landuse_Land_HRU,Veg_Land_HRU,Soil_Land_HRU,-78.29297476,46.02007792,506,0.00779301,0,5.669179621,242.0543581,1918999.036,22.50038958,0.534907009,1,1.39,5.3,260000,1,0,323.6095314,0.100000001,9.765963181,0.0656094,175311563.3,2,132,9,284.92099,276.776001,0,0,,,1447839.155,12178820.43,5.669,242.054,323.61
112,1035231,1,-1,-1,-1,-1,-1,102323,52,LAKE,LAKE,LAKE,-78.57966885,45.72916045,110,0.005571732,0,5.616757517,188.4188231,1212142.981,2.020481741,0.125961326,2,0.46,4.5,100000,1,0,461.9012914,0.100000001,0.078748967,0.053456999,1212142.981,1,5,1,426.042572,424.5989075,0,0,,,1428100.309,12144704.49,5.617,188.419,461.901
396,,-1,1,1,1,1,1,3677576,53,Landuse_Land_HRU,Veg_Land_HRU,Soil_Land_HRU,-78.38138985,45.98405035,398,0.006315323,0,3.61305668,180.2853019,3900963.635,3.858950419,0.185714488,2,0.82,3.7,220000,1,0,407.0767542,0.100000001,0.287258841,0.05940499,4607999.104,2,108,2,294.2039185,276.989502,0,0,,,1441400.306,12174333.12,3.613,180.285,407.077
461,,-1,1,1,1,1,1,5316463,54,Landuse_Land_HRU,Veg_Land_HRU,Soil_Land_HRU,-78.50841569,46.10897464,460,0.001719858,0,4.613869787,175.5971224,5421920.6,4.175395486,0.19470757,2,0.52,5,100000,1,0,447.1237876,0.100000001,0.336302613,0.029565978,5421920.6,1,36,1,319.719574,319.719574,0,0,,,1430404.38,12187274.75,4.614,175.597,447.124
135,,-1,1,1,1,1,1,12386338,55,Landuse_Land_HRU,Veg_Land_HRU,Soil_Land_HRU,-78.82055474,45.70057625,136,0.001323705,0,4.802888503,196.9539137,15871595.57,17.83343571,0.465270244,1,29.95,8.6,3480000,1,1,438.5501688,0.104589007,4.702891924,0.033084035,108507344.5,2,66,1,419.691925,414.6539612,0,,Misty,,1410102.48,12140045.48,4.803,196.954,438.55
808,,-1,1,1,1,1,1,2148939,56,Landuse_Land_HRU,Veg_Land_HRU,Soil_Land_HRU,-77.77392051,46.04985929,805,0.003701308,0,7.193412747,185.4422123,2281249.823,2.744854753,0.151382575,2,0.78,5.9,130000,1,0,282.7549593,0.113478264,0.145336181,0.046980784,2281249.823,4,172,4,180.9139099,165.2863159,0,0,,,1487431.983,12185857.83,7.193,185.442,282.755
352,1031942,1,-1,-1,-1,-1,-1,175914,57,LAKE,LAKE,LAKE,-78.59681815,46.03905875,351,0.00089311,0,7.450921759,192.210976,4555153.851,3.837443241,0.185092766,2,0.92,5.2,170000,1,0,416.0158066,0.10769231,0.284065791,0.066219417,4555153.851,1,25,1,357.8727417,355.3620911,0,0,,,1424960.365,12178568.57,7.451,192.211,416.016
426,,-1,1,1,1,1,1,947728,58,Landuse_Land_HRU,Veg_Land_HRU,Soil_Land_HRU,-78.36417477,46.05825072,425,0.021199324,0,3.662849206,190.2441776,1120772.7,1.945193949,0.1231238,2,0.71,4.1,170000,1,0,413.633041,0.103761274,0.072989574,0.103761274,1120772.7,1,34,1,323.9578857,286.484436,0,0,,,1441938.239,12182593.45,3.663,190.244,413.633
383,,-1,1,1,1,1,1,24918642,59,Landuse_Land_HRU,Veg_Land_HRU,Soil_Land_HRU,-78.70548242,45.97162381,412,0.006679382,3043.341047,5.862654873,196.0196619,24918642.25,9.113303134,0.311006708,0,0,0,0,0,0,417.1859746,0.106875002,1.602089005,0.058368088,27148004.58,1,29,1,350.579834,330.2521973,0,0,,,1416477.968,12170815.52,5.863,196.02,417.186
207,1035677,1,-1,-1,-1,-1,-1,320092,60,LAKE,LAKE,LAKE,-78.71342564,45.68422586,215,0.000522569,0,4.391723294,170.2395993,890750.6838,1.740300847,0.115169867,2,1.76,5.5,320000,1,0,432.8489025,0.101875002,0.058422975,0.025,890750.6838,1,12,2,400.3363037,397.1963501,0,0,,,1418416.277,12138844.36,4.392,170.24,432.849
246,,-1,1,1,1,1,1,17947165,61,Landuse_Land_HRU,Veg_Land_HRU,Soil_Land_HRU,-78.61797106,45.88578552,254,0.000740766,0,4.958271526,182.1874456,19557250.84,42.58145245,0.784325886,1,11.73,7.3,1610000,1,0,425.6020884,0.102222224,34.97646783,0.025,653954060,3,90,3,393.6307373,388.6542358,0,0,,,1423969.997,12161889.18,4.958,182.187,425.602
921,1033627,1,-1,-1,-1,-1,-1,547874,62,LAKE,LAKE,LAKE,-77.32659114,45.88265661,-1,0.001309448,0,3.42925376,206.9664016,2966699.119,74.78922858,1.099683474,1,2.7,4.9,550000,1,1,151.5367566,0.092537315,107.8979304,0.027831809,4114224880,4,186,3,140.0500793,136.6629791,4122.32,0.998036271,02KB001,CA,1523773.658,12170709.05,3.429,206.966,151.537
864,,-1,1,1,1,1,1,1829700,63,Landuse_Land_HRU,Veg_Land_HRU,Soil_Land_HRU,-77.53719432,45.85312226,863,0.001262135,0,4.9814695,139.4838728,1939174.545,2.537067657,0.144398771,2,0.41,3.7,110000,1,0,242.4802807,0.117948721,0.124164975,0.02681969,1939174.545,3,180,3,152.0762939,148.6085968,0,0,,,1507813.729,12165940.87,4.981,139.484,242.48
78,108506,1,-1,-1,-1,-1,-1,3078797,64,LAKE,LAKE,LAKE,-78.90721467,45.75920046,80,0.00094482,0,4.738479617,202.1127968,17722174.62,13.44993138,0.392822457,1,26.71,8.7,3070000,1,0,455.6579938,0.100395656,1.806129188,0.026065159,60619481.31,2,64,1,438.6229553,434.4309998,0,0,,,1404569.262,12146733.38,4.738,202.113,455.658
262,,-1,1,1,1,1,1,43748982,65,Landuse_Land_HRU,Veg_Land_HRU,Soil_Land_HRU,-78.35841871,45.85569443,326,0.001432152,10149.98157,5.129600599,181.5852077,43748981.8,21.99432604,0.527655733,0,0,0,0,0,0,418.2802841,0.104285716,9.33160451,0.028102715,167271308.7,2,85,7,384.5687561,370.0324402,0,0,,,1444360.918,12160287.11,5.13,181.585,418.28
215,,-1,1,1,1,1,1,42645365,66,Landuse_Land_HRU,Veg_Land_HRU,Soil_Land_HRU,-78.69204395,45.70835038,219,0.000631028,0,5.029187212,187.4680818,50197034.88,24.07126361,0.557010779,1,94.48,12.5,7530000,1,0,427.9564937,0.100686508,7.360178673,0.0261706,201510789.3,2,73,1,401.7391357,396.9332581,0,0,,,1420038.751,12142061.25,5.029,187.468,427.956
114,,-1,1,1,1,1,1,8631072,67,Landuse_Land_HRU,Veg_Land_HRU,Soil_Land_HRU,-78.61636166,45.71988199,220,0.005811233,5126.947362,5.040637273,186.975283,8631072.173,10.8486517,0.345294552,0,0,0,0,0,0,443.4937346,0.100000001,2.270317202,0.054930424,38901631.67,1,5,2,429.814209,400.0203247,0,0,,,1425699.043,12143552.49,5.041,186.975,443.494
399,1032769,1,-1,-1,-1,-1,-1,151118,68,LAKE,LAKE,LAKE,-78.36976965,45.96689238,398,0.006315323,0,7.123059945,171.5707946,1370712.642,2.144499116,0.130544864,2,0.77,5.1,150000,1,0,414.3751519,0.100000001,0.088712895,0.05940499,1370712.642,2,108,2,294.2039185,276.989502,0,0,,,1442159.032,12172496.72,7.123,171.571,414.375
720,1033915,1,-1,-1,-1,-1,-1,422748,69,LAKE,LAKE,LAKE,-77.73788828,45.86206812,719,0.000569744,0,3.470177568,207.3450444,3011758.354,3.140349902,0.164116063,2,2.12,5,420000,1,0,240.6068489,0.106677021,0.190235291,0.025,3011758.354,2,161,1,222.1562958,215.5595703,0,0,,,1492542.68,12166009.45,3.47,207.345,240.607
