Run   obj.function   %D_FF%        %D_AT%        %MLT_F_Add%   %MIN_MLT_F%   %Rfrez_F%     %WFPS%        %HydCond_FF%  %FC_FF%       %FC_AT%       %FC_BT%       %MAX_BASEFLOW_RATE_FF%  %MAX_BASEFLOW_RATE_AT%  %MAX_BASEFLOW_RATE_BT%  %BASEFLOW_N_FF%  %BASEFLOW_N_AT%  %BASEFLOW_N_BT%  %Rain_Snow_T%  %Rain_Snow_Delta%  %MAX_PERC_RATE_FF%  %MAX_PERC_RATE_AT%  %MAX_CAP_RISE_RATE%  %MAX_CAPACITY%  %MAX_SNOW_CAPACITY%  %RAIN_ICEPT_PCT%  %SNOW_ICEPT_PCT%  %LAKE_PET_CORR%  %PET_CORRECTION%  n_multi       w_a0          w_n0          w_Cedar       w_Big_Trout   w_Grand       w_Lavieille   w_Misty       w_Animoosh    w_Traverse    w_Burntroot   w_La_Muir     w_Narrowbag   w_Little_Cauchon  w_Hogan       w_North_Depot  w_Radiant     w_Loontail    
103   -1.408336E+00  1.969040E-02  1.161171E+00  2.658418E+00  2.554458E+00  1.490150E-01  1.117558E+01  3.189052E+02  1.942691E-01  3.719768E-01  7.536233E-01  3.395783E+02  9.463375E+02  3.737089E+02  1.494646E+00  6.682151E-01  6.579762E+00  1.207824E+00  5.438071E+00  5.964205E+01  1.721258E+01  9.531488E+02  2.470063E+00  3.888987E+00  4.320630E-02  1.535955E-01  1.135590E+00  7.116186E-01  8.120103E+00  5.417652E-01  4.460590E-01  9.302131E+01  4.486468E+01  4.027366E+01  5.207465E+01  5.354513E+00  9.820404E+01  5.089026E+01  1.713322E+01  8.469101E+01  9.088482E+01  3.450604E+01  9.524176E+01  7.148524E+01  4.559946E+01  4.164302E+00  
104   -1.474743E+00  1.969040E-02  1.161171E+00  2.658418E+00  2.472791E+00  1.490150E-01  9.297372E+00  1.293922E+02  3.176705E-01  6.201827E-01  7.536233E-01  3.395783E+02  9.463375E+02  5.366050E+02  1.485948E+00  4.439524E-01  6.579762E+00  7.719738E-01  3.028706E+00  1.432047E+01  7.096809E+01  9.531488E+02  3.933190E+00  3.888987E+00  4.320630E-02  1.535955E-01  1.135590E+00  5.496345E-01  8.120103E+00  3.599949E-01  4.460590E-01  9.302131E+01  4.486468E+01  4.027366E+01  5.207465E+01  5.354513E+00  9.820404E+01  5.089026E+01  3.385948E+01  4.065507E+01  9.843132E+01  2.485182E+01  7.769340E+01  7.148524E+01  7.648299E+01  2.879189E+01  
105   -1.453404E+00  1.969040E-02  1.161171E+00  4.954079E+00  2.472791E+00  4.714777E-01  9.297372E+00  1.937688E+02  1.942691E-01  5.478544E-01  6.958722E-01  3.395783E+02  7.430928E+02  4.781456E+02  1.494646E+00  5.880542E-01  6.485802E+00  1.207824E+00  1.369162E+00  5.964205E+01  6.117072E+01  9.531488E+02  3.536710E+00  3.888987E+00  4.320630E-02  1.535955E-01  1.271139E+00  6.185980E-01  8.120103E+00  4.318375E-01  3.233310E-01  9.302131E+01  4.486468E+01  4.027366E+01  5.207465E+01  5.354513E+00  8.973271E+01  5.089026E+01  3.385948E+01  5.753217E+01  9.088482E+01  4.453144E+01  6.026760E+01  7.148524E+01  7.648299E+01  1.458070E+01  
106   -1.462027E+00  1.969040E-02  1.161171E+00  1.088847E+00  2.472791E+00  1.490150E-01  9.297372E+00  3.823990E+02  3.659234E-01  6.201827E-01  7.536233E-01  3.395783E+02  9.463375E+02  4.781456E+02  1.494646E+00  1.268083E+00  6.579762E+00  1.167402E+00  2.730186E+00  5.964205E+01  7.096809E+01  9.531488E+02  3.933190E+00  4.941668E+00  4.320630E-02  1.535955E-01  1.135590E+00  6.185980E-01  8.120103E+00  3.093069E-01  2.942593E-01  9.302131E+01  4.486468E+01  1.422674E+01  5.207465E+01  5.354513E+00  9.820404E+01  4.607420E+01  3.385948E+01  6.851385E+01  9.306109E+01  3.450604E+01  9.524176E+01  5.279563E+01  7.648299E+01  4.164302E+00  
107   5.955495E-01  7.264300E-02  1.161171E+00  2.658418E+00  2.902933E+00  4.725937E-01  9.297372E+00  1.293922E+02  2.832133E-01  6.201827E-01  7.536233E-01  3.395783E+02  9.463375E+02  4.881894E+02  1.322609E+00  4.439524E-01  7.862617E+00  1.207824E+00  2.730186E+00  5.964205E+01  7.096809E+01  9.531488E+02  3.933190E+00  3.888987E+00  4.320630E-02  1.535955E-01  1.135590E+00  6.185980E-01  8.120103E+00  3.093069E-01  4.460590E-01  9.302131E+01  4.486468E+01  4.027366E+01  5.207465E+01  5.354513E+00  6.894044E+01  5.089026E+01  2.369382E-01  4.065507E+01  9.088482E+01  3.450604E+01  9.524176E+01  4.852509E+01  9.334418E+01  9.327628E+00  
108   -1.436451E+00  1.969040E-02  1.256204E+00  7.308508E-01  2.464724E+00  1.490150E-01  9.297372E+00  1.293922E+02  2.538220E-01  6.201827E-01  7.853180E-01  1.245563E+02  7.518143E+02  8.465499E+02  1.494646E+00  4.439524E-01  7.650275E+00  1.207824E+00  2.730186E+00  1.682714E+02  7.096809E+01  8.355027E+02  3.617277E+00  4.372355E+00  4.320630E-02  1.535955E-01  6.125067E-01  6.185980E-01  8.120103E+00  3.093069E-01  4.460590E-01  9.302131E+01  3.222433E+01  4.027366E+01  5.207465E+01  5.354513E+00  9.820404E+01  5.089026E+01  3.385948E+01  4.065507E+01  9.426036E+01  5.004318E+01  9.648988E+01  7.506304E+01  7.648299E+01  7.388002E-01  
109   -1.344148E+00  1.969040E-02  1.472377E+00  2.658418E+00  2.472791E+00  1.490150E-01  9.297372E+00  1.293922E+02  2.291489E-01  6.201827E-01  7.536233E-01  3.395783E+02  9.463375E+02  4.781456E+02  1.494646E+00  7.159575E-01  6.579762E+00  1.801660E-01  2.730186E+00  5.964205E+01  2.071623E+02  9.531488E+02  3.933190E+00  4.622950E+00  9.845779E-02  1.535955E-01  1.135590E+00  6.185980E-01  8.120103E+00  3.906595E-01  4.605908E-01  9.302131E+01  4.486468E+01  4.027366E+01  5.207465E+01  5.354513E+00  9.820404E+01  5.089026E+01  3.385948E+01  1.239931E-01  9.088482E+01  3.450604E+01  8.950102E+01  5.962006E+01  7.648299E+01  1.599477E+01  
110   -1.404772E+00  1.810225E-02  1.161171E+00  3.754679E+00  2.472791E+00  1.490150E-01  9.297372E+00  2.954639E+02  1.942691E-01  6.201827E-01  7.536233E-01  4.533256E+02  9.463375E+02  4.482114E+02  1.494646E+00  4.439524E-01  6.579762E+00  1.207824E+00  2.730186E+00  3.802411E+02  2.207585E+02  9.531488E+02  3.933190E+00  3.888987E+00  1.129067E-01  1.535955E-01  1.135590E+00  6.185980E-01  5.407051E+00  3.415817E-01  4.460590E-01  9.302131E+01  4.486468E+01  2.947098E+01  5.207465E+01  5.354513E+00  9.820404E+01  5.537178E+01  3.321747E+01  4.805546E+01  9.088482E+01  3.450604E+01  9.524176E+01  4.190337E+01  7.648299E+01  4.164302E+00  
111   -1.469909E+00  1.969040E-02  1.161171E+00  2.658418E+00  2.057136E+00  1.490150E-01  9.297372E+00  1.293922E+02  1.942691E-01  6.201827E-01  7.536233E-01  3.395783E+02  9.491462E+02  4.781456E+02  1.494646E+00  4.439524E-01  7.280847E+00  1.207824E+00  3.894541E+00  1.639054E+02  7.096809E+01  9.531488E+02  3.933190E+00  3.888987E+00  4.320630E-02  1.535955E-01  1.135590E+00  6.185980E-01  8.120103E+00  3.093069E-01  4.460590E-01  9.302131E+01  7.550760E+01  4.027366E+01  5.207465E+01  5.354513E+00  9.820404E+01  5.089026E+01  3.385948E+01  5.142926E+01  9.088482E+01  3.450604E+01  9.524176E+01  7.148524E+01  8.120345E+01  4.164302E+00  
112   -1.462828E+00  1.969040E-02  1.161171E+00  2.658418E+00  2.472791E+00  5.447546E-01  9.297372E+00  1.293922E+02  1.942691E-01  6.113094E-01  7.536233E-01  2.762198E+02  9.463375E+02  4.781456E+02  1.494646E+00  4.439524E-01  6.579762E+00  1.207824E+00  2.730186E+00  5.964205E+01  7.096809E+01  9.531488E+02  3.933190E+00  3.888987E+00  4.320630E-02  1.535955E-01  1.135590E+00  6.168882E-01  8.120103E+00  3.093069E-01  4.460590E-01  9.302131E+01  4.486468E+01  4.027366E+01  4.987158E+01  5.354513E+00  9.820404E+01  6.058378E+01  3.385948E+01  4.065507E+01  9.088482E+01  3.450604E+01  9.524176E+01  5.191428E+01  7.648299E+01  4.164302E+00  
113   -1.487971E+00  1.969040E-02  1.161171E+00  2.658418E+00  2.472791E+00  2.167442E-01  9.297372E+00  1.293922E+02  1.942691E-01  5.702685E-01  7.536233E-01  1.858507E+02  9.463375E+02  4.781456E+02  1.494646E+00  4.439524E-01  6.579762E+00  1.207824E+00  2.730186E+00  5.964205E+01  7.096809E+01  9.531488E+02  3.933190E+00  3.888987E+00  2.724514E-02  1.535955E-01  1.135590E+00  6.185980E-01  8.120103E+00  3.093069E-01  4.460590E-01  9.110964E+01  4.486468E+01  4.027366E+01  5.207465E+01  5.354513E+00  9.977352E+01  5.089026E+01  3.385948E+01  3.290601E+01  8.964102E+01  3.954112E+01  7.988055E+01  8.714016E+01  7.648299E+01  4.164302E+00  
114   -1.496310E+00  1.969040E-02  8.235420E-01  2.658418E+00  2.472791E+00  2.167442E-01  9.297372E+00  1.293922E+02  1.881782E-01  5.702685E-01  7.536233E-01  1.858507E+02  9.463375E+02  4.781456E+02  1.494646E+00  6.257703E-01  6.985979E+00  1.207824E+00  2.730186E+00  2.457642E+02  4.663257E+02  9.531488E+02  3.933190E+00  3.888987E+00  2.724514E-02  1.535955E-01  1.135590E+00  8.343851E-01  8.828708E+00  3.093069E-01  4.460590E-01  9.110964E+01  4.486468E+01  5.238922E+01  5.744983E+01  5.354513E+00  9.977352E+01  5.089026E+01  3.385948E+01  3.290601E+01  8.964102E+01  2.413095E+01  9.622560E+01  9.312191E+01  6.469894E+01  4.164302E+00  
115   -1.443024E+00  1.969040E-02  8.235420E-01  2.658418E+00  2.472791E+00  2.167442E-01  7.974154E+00  1.293922E+02  1.881782E-01  5.702685E-01  7.536233E-01  1.858507E+02  5.378349E+02  4.781456E+02  1.323486E+00  6.257703E-01  6.985979E+00  1.637871E+00  2.730186E+00  2.934632E+02  4.663257E+02  8.889920E+02  3.933190E+00  3.888987E+00  2.724514E-02  8.537055E-02  1.135590E+00  7.176886E-01  6.716743E+00  3.093069E-01  4.460590E-01  9.110964E+01  4.404664E+01  5.238922E+01  5.828142E+01  5.354513E+00  9.616065E+01  5.089026E+01  1.609159E+01  3.562368E+01  8.964102E+01  2.378395E+01  9.622560E+01  9.312191E+01  6.469894E+01  4.164302E+00  
116   -1.373511E+00  1.969040E-02  8.235420E-01  3.561096E+00  2.472791E+00  2.167442E-01  1.095788E+01  1.293922E+02  1.881782E-01  6.263266E-01  7.459013E-01  1.858507E+02  9.463375E+02  4.378814E+02  1.494646E+00  6.257703E-01  6.985979E+00  1.164947E+00  4.935530E+00  2.457642E+02  8.167539E+02  9.531488E+02  3.933190E+00  3.888987E+00  1.010626E-01  1.535955E-01  1.135590E+00  8.343851E-01  8.828708E+00  3.093069E-01  5.857872E-01  9.110964E+01  4.486468E+01  6.524631E+01  5.744983E+01  1.233653E+01  6.778753E+01  5.089026E+01  3.385948E+01  3.290601E+01  8.964102E+01  5.171003E+01  9.622560E+01  8.167888E+01  6.469894E+01  4.164302E+00  
117   -1.199591E+00  1.269541E-02  8.235420E-01  3.782022E+00  2.472791E+00  1.110208E-01  1.361115E+01  4.708908E+02  1.745606E-01  5.702685E-01  5.061205E-01  1.858507E+02  9.463375E+02  4.781456E+02  1.494646E+00  6.257703E-01  3.958953E+00  1.207824E+00  3.020661E+00  2.457642E+02  4.152951E+02  8.655510E+02  3.933190E+00  1.889765E+00  1.384751E-02  2.321486E-01  1.135590E+00  9.658503E-01  8.292202E+00  4.537543E-01  4.460590E-01  9.110964E+01  4.486468E+01  5.238922E+01  6.461257E+01  5.354513E+00  9.503073E+01  5.089026E+01  3.385948E+01  2.523418E+01  8.964102E+01  2.413095E+01  9.622560E+01  7.371315E+01  9.583021E+01  4.164302E+00  
118   -1.475415E+00  1.969040E-02  8.235420E-01  2.658418E+00  2.472791E+00  9.303219E-01  9.297372E+00  1.131735E+01  1.881782E-01  5.702685E-01  7.536233E-01  1.858507E+02  9.463375E+02  4.781456E+02  1.429835E+00  1.267143E-01  6.985979E+00  1.207824E+00  2.730186E+00  7.184515E+01  3.114447E+02  8.954164E+02  3.933190E+00  3.888987E+00  4.847877E-02  2.265000E-01  1.265448E+00  8.343851E-01  8.828708E+00  3.093069E-01  4.460590E-01  9.110964E+01  6.814083E+01  5.238922E+01  7.326792E+01  1.502551E+01  9.977352E+01  5.089026E+01  2.002567E+01  3.290601E+01  3.369262E+01  2.413095E+01  9.622560E+01  9.312191E+01  4.029327E+01  4.164302E+00  
119   -7.464351E-01  6.697453E-02  8.621456E-01  2.658418E+00  2.472791E+00  2.167442E-01  1.242528E+01  1.293922E+02  1.881782E-01  5.445423E-01  7.536233E-01  1.858507E+02  9.463375E+02  4.781456E+02  1.869781E+00  6.257703E-01  7.226032E+00  1.207824E+00  2.730186E+00  2.457642E+02  1.955065E+02  9.531488E+02  3.119094E+00  3.888987E+00  2.724514E-02  1.535955E-01  1.135590E+00  8.343851E-01  8.828708E+00  3.093069E-01  4.460590E-01  9.110964E+01  4.486468E+01  5.238922E+01  4.633966E+01  2.333362E+01  6.130439E+01  5.089026E+01  1.479464E+01  3.290601E+01  8.964102E+01  3.429784E+01  9.622560E+01  9.312191E+01  6.469894E+01  1.064051E+01  
120   -1.215224E+00  1.969040E-02  1.127431E-01  2.658418E+00  2.347158E+00  5.353242E-01  9.297372E+00  8.380695E+01  1.327408E-01  5.702685E-01  7.536233E-01  1.858507E+02  9.463375E+02  4.781456E+02  1.494646E+00  6.257703E-01  6.985979E+00  1.612085E+00  2.730186E+00  2.457642E+02  7.421409E+02  9.572957E+02  3.933190E+00  3.888987E+00  2.724514E-02  1.535955E-01  1.135590E+00  8.343851E-01  8.890772E+00  3.093069E-01  4.460590E-01  9.110964E+01  4.486468E+01  5.238922E+01  5.744983E+01  2.781265E+00  9.977352E+01  5.089026E+01  3.385948E+01  3.290601E+01  8.964102E+01  7.960475E+00  9.622560E+01  9.312191E+01  6.469894E+01  4.164302E+00  
121   -1.489193E+00  1.969040E-02  8.235420E-01  2.658418E+00  2.472791E+00  2.167442E-01  9.297372E+00  1.799794E+02  2.175036E-01  5.702685E-01  7.536233E-01  4.724892E+01  9.463375E+02  4.781456E+02  1.494646E+00  6.257703E-01  6.985979E+00  1.207824E+00  3.473879E+00  2.457642E+02  4.663257E+02  9.531488E+02  3.933190E+00  4.216437E+00  2.724514E-02  2.373790E-01  1.347292E+00  8.343851E-01  8.828708E+00  3.093069E-01  4.460590E-01  9.110964E+01  5.129316E+01  5.238922E+01  5.744983E+01  5.354513E+00  9.977352E+01  5.089026E+01  3.385948E+01  4.901818E+01  8.742648E+01  3.408521E+01  9.622560E+01  9.312191E+01  6.469894E+01  4.164302E+00  
122   -1.409933E+00  1.969040E-02  8.111464E-01  2.658418E+00  2.952705E+00  9.851525E-01  1.123283E+01  1.293922E+02  1.881782E-01  5.702685E-01  7.311451E-01  3.491301E+02  9.463375E+02  4.781456E+02  1.494646E+00  6.257703E-01  6.985979E+00  1.207824E+00  2.730186E+00  2.457642E+02  4.663257E+02  9.531488E+02  3.933190E+00  3.666743E+00  2.724514E-02  1.535955E-01  1.240672E+00  8.343851E-01  8.828708E+00  3.093069E-01  4.460590E-01  9.110964E+01  4.486468E+01  5.238922E+01  3.184861E+01  5.354513E+00  9.977352E+01  5.089026E+01  1.172539E+01  3.290601E+01  8.964102E+01  2.413095E+01  8.836520E+01  9.312191E+01  6.469894E+01  4.164302E+00  
123   -8.388424E-01  5.843799E-02  8.235420E-01  2.658418E+00  1.796650E+00  6.327516E-02  9.297372E+00  1.293922E+02  1.881782E-01  5.702685E-01  7.536233E-01  3.151707E+02  9.463375E+02  4.781456E+02  1.494646E+00  6.257703E-01  5.121374E+00  4.365109E-01  2.386915E+00  2.359921E+02  4.663257E+02  7.271695E+02  3.933190E+00  3.888987E+00  7.435352E-02  1.535955E-01  1.135590E+00  7.062303E-01  8.828708E+00  3.093069E-01  4.460590E-01  9.110964E+01  4.486468E+01  3.349678E+01  5.744983E+01  5.354513E+00  9.977352E+01  5.089026E+01  3.385948E+01  3.290601E+01  8.964102E+01  4.281126E+00  9.622560E+01  9.312191E+01  5.489133E+01  6.744229E-01  
124   -8.792315E-01  4.469562E-02  8.235420E-01  2.658418E+00  2.472791E+00  2.167442E-01  9.297372E+00  1.293922E+02  1.881782E-01  5.702685E-01  7.536233E-01  1.858507E+02  9.463375E+02  4.781456E+02  1.494646E+00  6.257703E-01  6.985979E+00  1.207824E+00  2.730186E+00  2.457642E+02  4.203835E+02  9.531488E+02  2.949889E+00  3.888987E+00  2.724514E-02  1.535955E-01  1.135590E+00  8.343851E-01  8.828708E+00  3.093069E-01  4.460590E-01  7.989092E+01  4.486468E+01  5.238922E+01  5.744983E+01  5.354513E+00  9.977352E+01  5.089026E+01  3.385948E+01  3.290601E+01  8.964102E+01  2.413095E+01  9.622560E+01  9.312191E+01  6.993916E+01  4.164302E+00  
125   -1.473200E+00  1.969040E-02  6.800314E-01  2.658418E+00  1.678600E+00  2.167442E-01  1.255904E+01  1.293922E+02  1.881782E-01  5.702685E-01  6.888439E-01  2.324810E+02  9.112989E+02  4.781456E+02  1.494646E+00  1.612435E+00  6.328960E+00  1.207824E+00  2.730186E+00  2.457642E+02  4.663257E+02  9.531488E+02  3.933190E+00  3.888987E+00  2.724514E-02  1.535955E-01  1.135590E+00  8.343851E-01  8.828708E+00  3.093069E-01  3.109785E-01  8.255358E+01  4.486468E+01  5.238922E+01  5.744983E+01  5.354513E+00  9.977352E+01  5.089026E+01  3.385948E+01  2.131920E+01  8.964102E+01  2.413095E+01  9.622560E+01  9.312191E+01  6.469894E+01  6.155159E+00  
126   -1.415665E+00  1.969040E-02  8.235420E-01  1.240468E+00  2.472791E+00  6.483031E-02  9.658443E+00  2.836372E+02  1.881782E-01  5.702685E-01  7.536233E-01  1.858507E+02  9.463375E+02  4.781456E+02  1.494646E+00  6.257703E-01  6.985979E+00  1.207824E+00  2.730186E+00  2.457642E+02  4.663257E+02  9.531488E+02  4.375496E+00  3.888987E+00  2.724514E-02  1.535955E-01  1.266965E+00  1.034213E+00  8.828708E+00  3.093069E-01  3.425414E-01  8.952171E+01  4.486468E+01  5.238922E+01  5.744983E+01  5.354513E+00  9.977352E+01  4.688704E+01  4.530290E+01  3.290601E+01  6.107672E+01  2.413095E+01  9.622560E+01  9.312191E+01  6.469894E+01  4.164302E+00  
127   -1.449266E+00  1.969040E-02  8.235420E-01  3.090411E+00  2.472791E+00  2.167442E-01  9.297372E+00  9.078538E+01  1.881782E-01  5.702685E-01  9.069863E-01  1.858507E+02  9.463375E+02  4.781456E+02  2.437703E+00  6.257703E-01  6.985979E+00  4.142059E-01  2.730186E+00  2.457642E+02  4.663257E+02  9.531488E+02  3.933190E+00  3.888987E+00  3.389410E-02  1.535955E-01  1.053936E+00  8.343851E-01  8.828708E+00  3.093069E-01  3.219120E-01  8.888156E+01  4.486468E+01  5.238922E+01  5.744983E+01  5.354513E+00  9.977352E+01  5.089026E+01  3.385948E+01  3.290601E+01  8.964102E+01  2.413095E+01  7.830332E+01  9.312191E+01  6.469894E+01  4.164302E+00  
128   -1.277594E+00  1.969040E-02  8.235420E-01  2.658418E+00  2.472791E+00  2.167442E-01  1.717440E+01  1.293922E+02  3.306687E-01  5.702685E-01  7.536233E-01  1.858507E+02  9.463375E+02  4.781456E+02  1.132769E+00  6.257703E-01  6.558473E+00  1.783060E+00  2.730186E+00  3.450298E+02  4.663257E+02  9.531488E+02  3.933190E+00  3.888987E+00  2.724514E-02  2.043302E-02  1.135590E+00  8.343851E-01  8.828708E+00  3.093069E-01  5.391060E-01  9.110964E+01  4.486468E+01  5.238922E+01  5.744983E+01  6.012542E+00  9.977352E+01  5.089026E+01  3.385948E+01  3.290601E+01  8.964102E+01  2.413095E+01  9.622560E+01  9.312191E+01  6.469894E+01  4.164302E+00  
129   -6.611582E-01  5.906294E-02  8.235420E-01  2.658418E+00  2.472791E+00  2.167442E-01  3.525599E+00  2.007393E+02  1.881782E-01  5.702685E-01  7.536233E-01  1.814985E+02  9.463375E+02  4.781456E+02  1.494646E+00  3.480117E-01  6.985979E+00  1.332787E+00  2.730186E+00  2.457642E+02  4.663257E+02  9.531488E+02  3.933190E+00  3.809655E+00  2.768022E-02  1.535955E-01  1.135590E+00  8.343851E-01  8.828708E+00  3.093069E-01  4.460590E-01  9.110964E+01  4.486468E+01  7.050664E+01  5.744983E+01  8.309039E-01  9.977352E+01  2.553867E+01  3.385948E+01  3.290601E+01  8.964102E+01  2.413095E+01  9.622560E+01  9.312191E+01  6.469894E+01  4.164302E+00  
130   -1.488848E+00  1.969040E-02  8.235420E-01  1.733541E+00  2.472791E+00  2.167442E-01  9.297372E+00  1.293922E+02  1.881782E-01  5.702685E-01  7.536233E-01  6.091044E+02  8.522438E+02  4.781456E+02  7.824951E-01  4.332645E-01  7.675286E+00  1.254465E+00  2.730186E+00  2.457642E+02  4.663257E+02  9.531488E+02  3.933190E+00  3.888987E+00  2.724514E-02  1.535955E-01  1.135590E+00  8.343851E-01  8.397305E+00  3.093069E-01  4.460590E-01  9.110964E+01  4.486468E+01  5.238922E+01  5.744983E+01  5.354513E+00  9.977352E+01  5.089026E+01  2.251233E+01  3.290601E+01  8.964102E+01  2.413095E+01  9.622560E+01  9.312191E+01  6.469894E+01  2.498554E+01  
131   -1.467903E+00  1.969040E-02  8.235420E-01  2.658418E+00  2.472791E+00  2.167442E-01  9.297372E+00  1.293922E+02  2.539773E-01  5.702685E-01  7.536233E-01  1.858507E+02  9.463375E+02  4.781456E+02  1.462069E+00  6.257703E-01  7.134930E+00  1.207824E+00  3.386132E+00  2.457642E+02  4.663257E+02  7.669728E+02  4.614093E+00  3.491653E+00  2.724514E-02  1.321639E-01  1.135590E+00  1.235168E+00  8.696943E+00  3.093069E-01  4.212134E-01  9.499314E+01  4.486468E+01  5.238922E+01  5.744983E+01  3.749360E+00  9.758913E+01  6.473518E+01  3.385948E+01  3.290601E+01  8.964102E+01  1.419096E+01  9.622560E+01  7.823155E+01  6.469894E+01  4.164302E+00  
132   -1.510857E+00  1.807713E-02  8.235420E-01  3.237976E+00  2.472791E+00  2.167442E-01  9.297372E+00  1.293922E+02  1.899054E-01  5.702685E-01  7.536233E-01  1.858507E+02  9.463375E+02  4.781456E+02  1.494646E+00  6.257703E-01  6.985979E+00  1.207824E+00  2.730186E+00  2.457642E+02  4.663257E+02  9.531488E+02  3.933190E+00  3.888987E+00  2.724514E-02  1.535955E-01  1.136082E+00  8.855454E-01  9.500379E+00  3.093069E-01  3.862518E-01  7.105578E+01  4.486468E+01  5.238922E+01  3.821814E+01  5.354513E+00  9.977352E+01  4.604673E+01  3.385948E+01  5.277408E+01  8.964102E+01  2.413095E+01  6.533858E+01  9.188482E+01  6.469894E+01  9.915681E-01  
133   -1.450595E+00  1.807713E-02  5.793278E-01  3.237976E+00  2.054709E+00  1.241883E+00  1.129809E+01  1.293922E+02  1.899054E-01  6.343394E-01  7.536233E-01  1.858507E+02  6.575130E+02  6.540868E+02  1.494646E+00  6.257703E-01  6.985979E+00  1.374708E+00  2.730186E+00  2.457642E+02  4.663257E+02  9.561328E+02  3.933190E+00  3.888987E+00  2.724514E-02  1.535955E-01  1.136082E+00  8.855454E-01  9.500379E+00  3.093069E-01  3.862518E-01  7.105578E+01  4.486468E+01  5.238922E+01  3.821814E+01  4.630145E+00  9.977352E+01  4.604673E+01  3.385948E+01  5.277408E+01  8.964102E+01  2.413095E+01  6.533858E+01  9.607872E+01  6.469894E+01  2.067261E+01  
134   -1.385750E+00  1.807713E-02  8.235420E-01  3.237976E+00  2.522436E+00  2.167442E-01  9.297372E+00  3.622445E+02  1.899054E-01  6.612448E-01  6.776338E-01  1.858507E+02  9.463375E+02  4.120767E+02  9.398203E-01  6.257703E-01  6.985979E+00  1.207824E+00  2.730186E+00  2.457642E+02  4.663257E+02  8.755557E+02  3.933190E+00  3.322365E+00  2.724514E-02  1.535955E-01  1.136082E+00  8.855454E-01  9.500379E+00  3.093069E-01  5.549994E-01  7.971678E+01  4.486468E+01  3.501722E+01  3.821814E+01  5.354513E+00  6.251681E+01  4.604673E+01  3.385948E+01  5.277408E+01  8.382684E+01  2.413095E+01  9.472747E+01  9.188482E+01  6.469894E+01  6.252466E+00  
135   -1.486861E+00  1.807713E-02  8.235420E-01  1.575397E+00  2.472791E+00  3.194692E-01  7.696790E+00  1.574447E+02  1.899054E-01  5.702685E-01  7.833934E-01  2.641823E+02  9.231237E+02  4.781456E+02  1.494646E+00  6.257703E-01  6.985979E+00  1.207824E+00  4.276363E+00  2.457642E+02  4.663257E+02  9.531488E+02  3.933190E+00  3.192293E+00  2.724514E-02  1.535955E-01  1.136082E+00  8.855454E-01  9.500379E+00  3.093069E-01  3.862518E-01  7.105578E+01  4.486468E+01  4.694555E+01  3.821814E+01  5.354513E+00  9.977352E+01  4.604673E+01  3.385948E+01  5.277408E+01  8.964102E+01  2.413095E+01  6.533858E+01  9.188482E+01  6.469894E+01  9.915681E-01  
136   -1.330502E+00  1.807713E-02  8.235420E-01  3.237976E+00  2.472791E+00  2.167442E-01  9.297372E+00  1.293922E+02  2.210367E-01  5.702685E-01  7.536233E-01  1.858507E+02  9.463375E+02  4.781456E+02  1.494646E+00  9.764937E-01  6.985979E+00  1.207824E+00  2.730186E+00  2.457642E+02  4.663257E+02  9.531488E+02  3.933190E+00  3.888987E+00  2.724514E-02  1.372926E-01  1.313901E+00  8.855454E-01  9.500379E+00  3.935124E-01  4.746051E-01  7.105578E+01  4.202149E+01  5.238922E+01  3.574128E+01  5.354513E+00  8.072765E+01  4.604673E+01  1.136729E+01  7.463644E+01  8.964102E+01  2.413095E+01  6.533858E+01  9.188482E+01  6.469894E+01  9.915681E-01  
137   -1.444161E+00  1.807713E-02  8.235420E-01  3.237976E+00  2.472791E+00  8.332746E-01  9.297372E+00  1.456299E+02  1.899054E-01  5.702685E-01  7.536233E-01  1.858507E+02  9.463375E+02  4.781456E+02  1.494646E+00  6.257703E-01  6.985979E+00  1.207824E+00  2.730186E+00  2.457642E+02  4.663257E+02  9.199306E+02  3.933190E+00  3.888987E+00  2.724514E-02  2.421272E-01  9.988469E-01  8.855454E-01  9.500379E+00  3.829358E-01  3.862518E-01  7.105578E+01  4.328712E+01  5.238922E+01  1.322721E+01  5.354513E+00  9.977352E+01  4.604673E+01  3.385948E+01  3.583722E+01  8.964102E+01  2.413095E+01  6.533858E+01  9.188482E+01  4.930549E+01  5.988990E+00  
138   -1.357056E+00  1.807713E-02  6.445912E-01  4.611755E+00  2.251188E+00  2.167442E-01  8.311083E+00  1.293922E+02  1.899054E-01  5.702685E-01  7.536233E-01  1.858507E+02  9.463375E+02  4.781456E+02  1.494646E+00  6.257703E-01  6.985979E+00  9.812527E-01  4.253828E+00  2.457642E+02  5.143720E+02  9.531488E+02  4.024329E+00  3.987146E+00  1.756069E-02  1.535955E-01  1.274347E+00  8.855454E-01  9.500379E+00  3.093069E-01  3.862518E-01  7.105578E+01  6.124075E+01  5.238922E+01  4.645389E+00  5.354513E+00  9.977352E+01  7.282647E+01  3.385948E+01  5.277408E+01  8.964102E+01  2.413095E+01  5.436632E+01  9.188482E+01  6.469894E+01  9.915681E-01  
